track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Wahnsinn - Rob Mayth vs. Chris Jump Radio Edit,32,209635,0,0.642,0.855,0,-6.089,1,0.0383,0.151,0.00166,0.319,0.483,142.0,4,party
This game,56,284080,0,0.477,0.924,11,-2.997,0,0.0758,0.0477,0.0,0.0571,0.269,146.964,4,anime
Let Me Love You - Marshmello Remix,56,180013,0,0.66,0.814,8,-3.179,1,0.0382,0.0183,0.0,0.139,0.248,120.005,4,electronic
Nochebuena,8,93493,0,0.738,0.723,11,-2.825,1,0.0571,0.642,0.00353,0.106,0.96,130.305,5,kids
Room 317 - Live,25,198080,0,0.537,0.11,2,-16.767,1,0.0787,0.864,0.0,0.128,0.159,88.819,4,show-tunes
Poison Lips,55,234240,0,0.63,0.918,10,-5.068,0,0.0413,0.000322,0.635,0.0786,0.468,126.321,4,techno
Todo Tempo É Pouco pra Te Amar - Ao Vivo,48,109253,0,0.556,0.842,0,-9.091,1,0.0478,0.222,0.0,0.751,0.771,131.854,4,forro
Lone Wolf,54,256500,0,0.502,0.981,1,-1.573,1,0.0616,0.00177,0.4,0.154,0.208,150.013,4,dub
"Nao Peide Aqui, Baby - Live",42,123320,0,0.714,0.767,0,-7.093,1,0.0548,0.0372,0.00121,0.36,0.695,141.51,4,r-n-b
Aaftaab,58,233471,0,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64e-05,0.105,0.418,106.887,4,indie-pop
No Surprises,82,229120,0,0.255,0.393,5,-10.654,1,0.0278,0.0577,0.00361,0.113,0.118,76.426,4,alternative
Miracle,41,212017,0,0.735,0.718,10,-8.005,0,0.0396,0.0371,0.758,0.0802,0.21,120.007,4,trance
Out of Hell,49,214173,0,0.505,0.994,11,-2.189,0,0.114,0.000357,0.0,0.0718,0.36,152.078,4,metal
I Didn't Change My Number,75,158463,1,0.849,0.48,9,-5.835,1,0.226,0.612,0.269,0.295,0.677,142.021,4,electro
It's Up To Me - 2005 Remaster,33,196026,0,0.25,0.997,4,-4.201,0,0.139,0.00626,0.0,0.408,0.184,174.998,4,ska
Voulez-Vous,70,309173,0,0.708,0.774,11,-6.931,0,0.0372,0.149,0.00109,0.169,0.903,126.636,4,swedish
Thought 1,9,243426,0,0.718,0.921,7,-10.308,1,0.052,0.00146,0.786,0.108,0.396,150.037,4,detroit-techno
Glory Box,71,308626,0,0.51,0.434,1,-10.004,1,0.0361,0.177,0.516,0.0603,0.207,119.695,4,trip-hop
Love My Way,66,213973,0,0.637,0.85,0,-5.054,1,0.0351,0.00487,0.00018,0.152,0.52,126.106,4,punk-rock
The Eyes Of Truth,50,434506,0,0.503,0.691,6,-13.0,0,0.0461,0.0247,0.348,0.113,0.302,94.917,4,new-age
Slow Fall,24,190306,0,0.243,0.971,4,-3.046,1,0.0819,0.000537,0.00163,0.208,0.609,156.336,4,goth
Somebody That I Used To Know,39,246061,0,0.749,0.332,2,-10.815,0,0.0417,0.881,0.597,0.107,0.734,128.9,4,guitar
Pas bête,76,143525,1,0.734,0.532,7,-9.038,0,0.102,0.361,0.0,0.105,0.491,138.043,4,french
Nossos Planos,38,176968,0,0.783,0.763,5,-6.511,0,0.04,0.401,0.00333,0.089,0.499,144.007,4,samba
The Witch (feat. Big Fish Original Broadway Cast),33,153053,0,0.54,0.623,5,-6.795,0,0.072,0.661,0.0,0.205,0.617,116.705,4,show-tunes
Deprived,12,78773,0,0.486,0.988,8,-4.984,1,0.0973,4.94e-06,0.000652,0.272,0.475,116.21,4,grindcore
Leah,24,160866,0,0.622,0.348,4,-10.334,1,0.0307,0.848,0.000212,0.064,0.424,102.527,4,rockabilly
Saturday Went by Too Fast,54,148500,0,0.805,0.586,8,-8.671,1,0.0901,0.393,2.85e-05,0.252,0.486,106.978,4,british
Verdi: Aida: Prelude,28,219960,0,0.0672,0.0195,2,-21.33,1,0.0463,0.928,0.0475,0.136,0.0344,74.643,4,opera
Eu e Ela,46,249000,0,0.552,0.655,0,-10.617,0,0.0478,0.318,0.0,0.061,0.889,154.538,4,pagode
モッキンバード,20,179013,0,0.744,0.494,7,-9.436,1,0.0433,0.791,0.00939,0.185,0.558,109.002,4,j-idol
Sleepy Hoover,33,128000,0,0.0,0.359,7,-7.687,0,0.0,0.67,0.961,0.753,0.0,0.0,0,sleep
Los Amigos No Se Besan,43,214573,0,0.772,0.497,4,-3.184,0,0.0452,0.764,5.16e-06,0.0771,0.657,134.86,3,r-n-b
Paraquedas,54,168426,0,0.589,0.937,1,-2.332,1,0.0383,0.652,0.0,0.179,0.809,171.033,4,funk
Nike,14,163106,0,0.781,0.527,0,-6.619,1,0.0699,0.699,0.00915,0.113,0.262,156.019,4,kids
倒數,49,229333,0,0.526,0.671,5,-5.655,1,0.0324,0.0215,2.7e-06,0.104,0.204,164.062,4,mandopop
Changing Factors,8,234133,0,0.9,0.917,1,-13.294,1,0.162,0.262,0.852,0.0629,0.667,135.265,4,detroit-techno
Shaky Shaky,65,234320,0,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,4,reggae
"Love Me Like You Do - From ""Fifty Shades Of Grey""",59,250266,0,0.258,0.659,5,-5.903,0,0.0596,0.253,0.0,0.111,0.272,189.558,4,electro
Амфибия,50,284776,1,0.847,0.409,1,-11.034,1,0.422,0.341,1.46e-05,0.0995,0.481,125.946,4,electronic
Colgado,35,170906,0,0.447,0.626,9,-7.558,1,0.0307,0.238,0.00297,0.382,0.681,169.371,4,punk-rock
I Got the Boy,58,201013,0,0.625,0.569,0,-5.954,1,0.0271,0.26,0.0,0.127,0.361,149.987,4,country
Vem vill inte bli millionär?,34,215573,0,0.737,0.946,0,-4.194,1,0.412,0.0743,0.0,0.0803,0.492,138.986,4,swedish
More Mess on My Thing,57,252000,0,0.542,0.869,0,-6.18,1,0.0954,0.225,0.891,0.0453,0.962,190.509,4,afrobeat
Drive - 2017 Remaster,70,234332,0,0.261,0.703,6,-7.871,1,0.0414,0.115,0.00078,0.102,0.405,83.495,4,power-pop
Mushrooms (Justin Martin Remix),7,499206,0,0.796,0.615,6,-10.511,0,0.0542,0.00383,0.795,0.0626,0.544,125.009,4,chicago-house
Abusey Junction,60,424080,0,0.71,0.346,8,-11.872,0,0.0582,0.839,0.935,0.111,0.364,83.912,4,british
Bez Boìlu,18,69422,0,0.162,0.997,1,-4.532,1,0.0896,1.46e-05,0.988,0.358,0.0634,129.346,3,grindcore
In the 42nd Street,56,140347,0,0.567,0.79,0,-6.51,1,0.0996,0.252,0.908,0.105,0.639,180.06,4,club
Caspi Corral,23,207960,0,0.502,0.303,5,-11.047,0,0.0473,0.838,7.29e-06,0.105,0.612,82.236,3,guitar
Pra Tocar no Manto,29,339760,0,0.46,0.479,9,-8.16,0,0.0306,0.597,0.0,0.199,0.135,119.954,4,groove
Death Announcements,21,188000,0,0.499,0.961,9,-3.028,1,0.436,0.406,0.0,0.273,0.534,70.471,3,j-dance
Por Covardia Minha - Ao Vivo,47,197504,0,0.849,0.798,4,-3.001,1,0.0628,0.202,0.0,0.444,0.761,127.938,4,sertanejo
Saturday Sun,71,214720,0,0.637,0.864,8,-4.381,1,0.0468,0.484,0.0,0.222,0.706,99.995,4,folk
Lover of Mine,57,187194,0,0.633,0.424,5,-9.911,1,0.0299,0.736,0.00182,0.218,0.258,86.0,4,sad
天轟回來到,23,150629,1,0.702,0.937,10,-3.108,0,0.128,0.00679,0.0,0.328,0.558,150.013,4,mandopop
Vaga Lembrança / Pretexto - Ao Vivo,47,175488,0,0.602,0.922,9,-4.229,1,0.0982,0.725,0.0,0.543,0.844,147.046,4,pagode
The Dysfunctional Tango,23,162440,0,0.423,0.187,6,-12.164,1,0.0385,0.598,0.571,0.26,0.519,96.039,4,disney
Zara Zara,58,298266,0,0.643,0.268,11,-15.073,0,0.09,0.593,2.06e-06,0.316,0.62,143.813,4,classical
Me Dê Motivo,33,267853,0,0.864,0.623,5,-5.966,1,0.0344,0.452,0.00967,0.105,0.84,132.008,4,afrobeat
Nightcrawler,47,197288,0,0.744,0.699,0,-6.63,1,0.0517,0.00369,0.000234,0.402,0.508,117.99,4,techno
Heut wird's a bisserl laut,29,186040,0,0.774,0.728,0,-4.227,1,0.0365,0.242,0.0,0.333,0.819,120.0,4,party
Lost Cause - Acoustic Covers Versions of Popular Songs,26,148812,0,0.664,0.274,10,-11.005,0,0.0425,0.899,0.0,0.354,0.392,75.01,4,acoustic
Minha Fantasia (It Ain't OverTil It's Over) - Ao Vivo,43,229613,0,0.714,0.883,2,-6.49,1,0.079,0.388,7.75e-06,0.672,0.504,103.119,4,pagode
Notorious Thugs (feat. Bone Thugs-n-Harmony) - 2007 Remaster,60,367226,1,0.738,0.782,11,-6.315,0,0.169,0.143,6.4e-06,0.176,0.654,154.875,4,hardcore
Garrison Telling - Radio Edit,20,175866,0,0.855,0.945,1,-1.633,1,0.275,0.0583,0.0,0.307,0.94,100.03,4,j-dance
Rise to the Occasion,52,286400,0,0.539,0.492,9,-15.657,1,0.0304,0.183,0.000507,0.122,0.689,90.943,4,synth-pop
All The Best For Me,20,167151,0,0.641,0.538,5,-5.208,1,0.0415,0.469,0.0,0.204,0.762,101.894,4,j-dance
On The Move,59,155624,0,0.61,0.956,10,-3.926,0,0.0511,0.00526,0.642,0.0727,0.357,127.995,4,deep-house
Deixa Ela Saber - Ao Vivo,49,207532,0,0.601,0.432,5,-7.12,1,0.0282,0.861,0.0,0.752,0.43,131.784,4,sertanejo
The Hunt,21,215546,0,0.377,0.935,7,-6.516,1,0.0531,0.000167,0.0035,0.0493,0.369,170.0,4,death-metal
Groovy Moves - Plaza De Funk Remix,10,403400,0,0.683,0.844,6,-7.355,0,0.0492,0.00125,0.329,0.0863,0.468,134.998,4,breakbeat
"Swing Low, Sweet Chariot",26,137066,0,0.571,0.096,5,-12.417,1,0.0963,0.912,0.0,0.124,0.379,76.142,4,bluegrass
In My Life - Remastered 2009,74,146333,0,0.688,0.435,9,-11.359,1,0.0323,0.449,0.0,0.113,0.435,103.239,4,psych-rock
Porno for Parents,23,176346,0,0.536,0.886,9,-5.613,1,0.908,0.871,0.0,0.746,0.411,106.021,4,comedy
Raveworld - F.Noize Remix,29,237238,0,0.651,0.997,8,-2.246,1,0.306,0.274,0.353,0.0847,0.0602,95.071,4,hardcore
Adonde Esta la Libertad,22,217573,0,0.594,0.792,7,-5.537,1,0.0355,0.0246,2.18e-06,0.179,0.841,121.128,4,heavy-metal
Believer,47,199111,0,0.69,0.875,10,-3.669,0,0.0791,0.0543,1.2e-05,0.0894,0.455,135.018,4,dub
This Melody,32,251266,0,0.581,0.547,2,-8.604,1,0.0295,0.0542,0.0,0.181,0.566,120.989,4,french
Hartz 4 und der Tag gehört dir,31,188160,0,0.82,0.789,6,-2.74,1,0.123,0.144,0.0,0.376,0.697,125.016,4,party
Superstar,51,179999,0,0.651,0.753,3,-4.956,0,0.0518,0.11,0.0,0.249,0.355,123.954,4,deep-house
怎麼了,62,321040,0,0.502,0.565,9,-7.779,1,0.0358,0.696,5.55e-05,0.156,0.253,139.926,4,mandopop
Gunilla,38,219280,0,0.462,0.443,4,-8.578,0,0.0356,0.465,0.0,0.0652,0.756,154.297,4,swedish
Limbo,39,195500,0,0.524,0.483,11,-8.231,1,0.0295,0.284,5.32e-06,0.127,0.317,140.122,4,dub
"Shiddat (Female Version) [From ""Shiddat""]",47,232063,0,0.463,0.505,2,-7.455,0,0.0647,0.307,0.0,0.081,0.41,149.92,3,indie
I Can't Be - Radio Mix,44,194015,0,0.685,0.819,10,-6.708,0,0.0292,0.278,0.0562,0.182,0.44,119.998,4,deep-house
På Lokal,26,196280,0,0.546,0.9,2,-1.857,1,0.446,0.286,0.0,0.341,0.79,85.939,4,goth
Above the Clouds,51,148000,0,0.506,0.516,8,-11.827,1,0.0539,0.401,0.702,0.254,0.0624,119.883,4,french
O Que e Que Há (Ao Vivo),43,209066,0,0.595,0.548,7,-8.978,1,0.0245,0.444,0.00183,0.782,0.349,96.007,4,mpb
Cannonball (Earthquake) - Radio Mix,46,187748,0,0.647,0.937,5,-3.445,0,0.0534,0.0212,0.156,0.0911,0.709,127.981,4,hardstyle
YMCA - Original Version 1978,70,286800,0,0.723,0.969,6,-4.516,1,0.142,0.0643,0.0,0.115,0.728,126.653,4,disco
Las Cosas Tienen Movimiento (En Vivo Estadio Vélez Sarsfield) (feat. Fito Paez),35,274520,0,0.57,0.696,2,-7.735,1,0.0262,0.273,2.51e-06,0.177,0.67,103.51,4,punk-rock
Caruso,19,231226,0,0.459,0.484,2,-8.264,0,0.0526,0.878,2.92e-06,0.764,0.263,65.024,4,opera
A Teardrop On A Rose - Demo Version,10,147600,0,0.508,0.27,10,-13.844,1,0.0328,0.984,0.0206,0.339,0.206,108.398,4,honky-tonk
我們都是這樣長大的,48,283184,0,0.427,0.409,5,-10.06,1,0.0306,0.716,0.0,0.0958,0.37,159.826,4,cantopop
Amores de barra,27,194666,0,0.604,0.827,7,-6.99,1,0.155,0.443,2.46e-06,0.201,0.315,172.065,4,spanish
"Ай да ну да, да не",10,148480,0,0.341,0.638,11,-11.086,0,0.0514,0.785,1.85e-06,0.131,0.763,157.015,4,romance
Varias Queixas,42,275541,0,0.406,0.719,4,-6.194,0,0.0825,0.581,0.0,0.396,0.584,88.63,4,pagode
Muévelo,49,261133,0,0.616,0.838,7,-5.274,1,0.0423,0.0776,2.95e-05,0.365,0.926,139.602,4,alt-rock
Promesse (with Slimane),33,182026,0,0.648,0.74,1,-5.392,1,0.0386,0.438,0.0,0.0772,0.522,130.01,4,french
"Your Love (Once Upon A Time In The West) - Live At Central Park, New York / 2011",22,226748,0,0.193,0.244,10,-11.799,1,0.0352,0.95,0.00224,0.704,0.107,84.136,4,opera
Vital Emergence,28,129409,0,0.238,0.979,10,-3.717,1,0.188,0.000179,0.00541,0.123,0.163,151.245,4,hardcore
Tu Hai Kahaan?,42,180000,0,0.591,0.389,0,-12.146,1,0.135,0.828,0.0108,0.602,0.581,79.96,4,indian
La question à 100 piasses,35,265253,0,0.646,0.807,4,-5.939,0,0.288,0.331,0.0,0.0685,0.658,97.37,4,blues
Stay,54,228727,1,0.734,0.51,2,-11.198,1,0.111,0.214,0.000458,0.0679,0.586,80.002,4,trip-hop
Pinkest Popcorn,22,193401,1,0.812,0.928,7,-4.053,1,0.112,0.00681,3.55e-06,0.193,0.396,97.975,4,happy
Solo (feat. Demi Lovato),71,222653,0,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,4,funk
China,70,301714,0,0.786,0.808,7,-3.702,1,0.0881,0.0846,0.000289,0.0822,0.608,105.029,4,latino
You and I Both,57,218240,0,0.615,0.812,7,-6.573,1,0.0458,0.184,0.0,0.328,0.74,98.954,4,acoustic
Love Me,49,248586,0,0.544,0.137,5,-18.412,1,0.0683,0.992,0.868,0.0854,0.229,144.33,4,piano
Computer Children,37,372000,0,0.647,0.914,11,-7.097,0,0.0676,0.199,0.00018,0.528,0.619,122.083,4,j-pop
"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",67,291066,1,0.817,0.552,8,-10.8,0,0.385,0.0318,7.01e-06,0.826,0.808,102.011,4,hardcore
Tiger's Skip,17,231640,0,0.727,0.481,8,-10.002,1,0.0554,0.0266,0.821,0.094,0.451,147.327,4,afrobeat
Climbing in Geometry,22,371133,0,0.339,0.182,5,-18.853,1,0.0314,0.905,0.913,0.0878,0.17,155.527,4,new-age
MMM,53,197226,1,0.669,0.774,4,-6.675,0,0.292,0.557,0.000351,0.0761,0.685,194.959,4,french
Ref:rain,60,289986,0,0.472,0.672,7,-4.297,1,0.0287,0.0343,0.0,0.0936,0.313,77.982,4,anime
Back From The Dead - Streiks & Kratchs Refix,26,190812,1,0.648,0.515,7,-8.323,1,0.0571,0.0216,0.0,0.271,0.0386,100.067,4,techno
De Orde Van De Nacht,51,205097,0,0.658,0.773,1,-6.082,0,0.0329,0.000442,0.934,0.117,0.425,120.012,4,progressive-house
BBzinha - Ao Vivo,38,151262,0,0.644,0.916,5,-1.766,1,0.0899,0.651,0.0,0.723,0.932,172.053,4,forro
Happen,46,253373,0,0.647,0.403,7,-7.033,1,0.0301,0.157,0.75,0.115,0.278,122.009,4,jazz
"Take Me Home, Country Roads",73,190160,0,0.462,0.395,9,-9.376,1,0.0264,0.758,0.0,0.121,0.625,82.259,4,singer-songwriter
Holterdiepolter - LIZOT Remix Edit,24,195600,0,0.477,0.87,0,-5.812,1,0.245,0.0892,0.0,0.174,0.486,123.917,4,party
Heart of Glass,34,163373,0,0.338,0.882,11,-7.466,1,0.101,0.000121,0.0139,0.0645,0.388,138.281,4,ska
Solitario Juan,23,187106,0,0.528,0.827,7,-4.816,1,0.0505,0.00903,0.0304,0.274,0.68,130.153,4,heavy-metal
Corazon De Oro,31,238840,0,0.446,0.905,7,-3.783,1,0.097,0.0379,5.07e-05,0.238,0.678,161.035,4,ska
Vire e Mexe,47,169404,0,0.654,0.894,1,-4.248,0,0.0811,0.518,0.0,0.216,0.88,181.929,4,forro
No Norte da Saudade,37,258611,0,0.588,0.394,7,-12.177,1,0.0416,0.853,0.392,0.112,0.748,173.845,4,samba
Satan Is Real,52,278199,0,0.43,0.96,7,-4.32,1,0.0778,5.64e-05,0.0909,0.126,0.252,101.608,4,death-metal
"Me Amas Y Me Dejas vs Te Amo, Te Extraño",31,291746,0,0.612,0.495,2,-6.687,0,0.0454,0.428,1.27e-05,0.0896,0.71,147.862,4,salsa
MEAN!,72,143960,0,0.502,0.416,7,-9.504,1,0.433,0.912,0.0,0.0934,0.433,175.191,3,singer-songwriter
丘の上の愛,35,304000,0,0.635,0.5,2,-6.979,1,0.03,0.303,1.04e-05,0.136,0.208,80.926,4,j-rock
你不屬於我 - 《比悲傷更悲傷的故事》影集版片尾曲,65,322266,0,0.358,0.391,9,-8.979,1,0.0316,0.856,0.00232,0.0971,0.284,75.168,4,mandopop
Freeze Me,57,198081,0,0.511,0.724,0,-5.927,1,0.0311,0.000826,0.00019,0.23,0.536,130.029,4,garage
Pink Noise & Ocean,34,84374,0,0.165,0.781,3,-14.779,1,0.0924,0.139,0.944,0.192,0.0124,124.497,3,sleep
Der Tanz,40,209946,0,0.911,0.771,1,-7.975,0,0.216,0.0092,0.0,0.0293,0.908,105.991,4,german
Medo,34,208280,0,0.401,0.953,11,-3.354,0,0.065,5.99e-05,0.000791,0.319,0.644,122.863,4,emo
Great Balls Of Fire Sound,26,117000,0,0.222,0.502,1,-24.618,1,0.061,0.86,0.97,0.101,0.227,132.561,1,world-music
9,39,183384,1,0.934,0.548,1,-7.89,0,0.224,0.0334,0.0,0.0621,0.455,105.042,4,turkish
Satisfied,70,329228,0,0.707,0.593,5,-8.581,0,0.0949,0.287,0.0,0.15,0.478,123.772,4,show-tunes
Never Know,57,213851,0,0.381,0.921,4,-4.212,0,0.511,0.00134,2.97e-05,0.0814,0.129,151.769,4,metalcore
Summer,39,206853,0,0.333,0.6,1,-6.094,1,0.0369,0.000343,3.36e-06,0.357,0.155,91.778,4,german
Another Love,67,250973,1,0.443,0.54,4,-8.536,0,0.04,0.697,1.04e-05,0.102,0.133,119.161,4,chill
Honey Bee,29,128466,0,0.577,0.826,11,-5.812,1,0.042,0.213,0.0,0.114,0.941,127.255,4,rockabilly
lightning,60,188335,0,0.602,0.528,3,-7.709,0,0.0304,0.849,4.1e-06,0.128,0.322,149.951,4,singer-songwriter
永遠愛著你,20,477280,0,0.361,0.432,0,-8.09,1,0.044,0.188,0.0,0.102,0.277,129.653,4,cantopop
Canción De Alicia En El País - Remastered 2012,44,264333,0,0.485,0.271,9,-18.108,1,0.0683,0.679,0.000302,0.126,0.155,115.172,4,alt-rock
Yuseiboushi,49,196008,0,0.415,0.651,4,-5.757,0,0.0666,0.14,0.0,0.133,0.552,122.292,4,anime
Angels On The Moon,56,252800,0,0.441,0.8,10,-3.268,1,0.0365,0.267,0.0,0.101,0.204,151.011,4,piano
Roads,20,384026,0,0.225,0.887,1,-4.068,1,0.0947,0.000289,0.846,0.219,0.197,165.213,3,death-metal
if I were u (with Lauv),63,186468,1,0.666,0.628,8,-5.613,1,0.0623,0.144,0.0,0.189,0.767,82.992,4,electro
Angel With a Shotgun,63,223092,0,0.543,0.84,2,-5.121,1,0.0499,0.00471,0.0,0.179,0.394,124.037,4,punk-rock
Suffocate,55,198881,0,0.246,0.81,6,-5.091,0,0.0664,0.00744,2.02e-06,0.0963,0.194,142.909,4,metalcore
Casa do Salgado #4 - Levemente Apaixonado,43,212696,0,0.558,0.559,2,-8.494,1,0.0345,0.762,4.05e-06,0.205,0.89,149.946,4,pagode
Clean Your Room,12,148714,0,0.931,0.466,7,-14.37,0,0.298,0.24,0.000886,0.281,0.8,139.961,4,kids
En La Nochbuena,30,164000,0,0.662,0.416,2,-9.838,1,0.0865,0.805,0.000104,0.26,0.978,100.873,4,salsa
When Sunny Gets Blue,59,282320,0,0.427,0.114,2,-22.546,0,0.0509,0.843,0.863,0.0966,0.114,60.484,4,piano
Let Jesus Row,18,212000,0,0.813,0.83,9,-5.57,1,0.199,0.0389,0.0,0.0975,0.809,113.985,4,afrobeat
O Trem Das 7,44,159960,0,0.441,0.635,9,-8.318,1,0.0385,0.109,0.0,0.126,0.479,121.745,4,mpb
Tarde,20,221500,0,0.571,0.383,2,-8.25,0,0.0903,0.974,0.0,0.199,0.447,129.229,4,tango
Brooklyn,22,138930,1,0.385,0.951,6,-4.562,1,0.714,0.489,0.0,0.969,0.106,178.79,4,comedy
Bitter Blood,28,189466,0,0.777,0.437,11,-13.06,0,0.0447,0.00378,0.835,0.0691,0.577,121.641,4,dub
Scope,11,180500,0,0.265,0.0606,0,-28.383,1,0.0451,0.979,0.945,0.0829,0.042,70.371,4,idm
Wenn ich du wäre,39,158894,1,0.847,0.652,4,-7.422,1,0.108,0.38,1.88e-06,0.111,0.629,76.779,4,german
Hypnotize,69,189440,0,0.274,0.92,6,-4.096,1,0.0489,0.0303,0.000412,0.115,0.0397,154.016,4,metal
The Confrontation - Live,25,359613,0,0.409,0.244,8,-14.795,0,0.0743,0.796,0.0,0.3,0.187,78.449,4,show-tunes
Fazendeiro de Apartamento,27,220373,0,0.743,0.543,6,-7.983,1,0.111,0.1,0.0,0.246,0.499,77.215,4,dub
Que Nadie Sepa Mi Sufrir,29,245960,0,0.779,0.756,4,-5.123,0,0.0416,0.323,1.15e-05,0.0489,0.696,105.047,4,salsa
Azrael - Live,20,315830,0,0.46,0.75,1,-7.315,0,0.0259,0.0254,7.22e-05,0.708,0.258,96.072,4,heavy-metal
Não Sou Mais Disso - Ao Vivo,38,225893,0,0.546,0.908,9,-6.442,1,0.217,0.698,0.0,0.739,0.662,109.397,4,samba
Nerdesin,69,176268,0,0.816,0.696,8,-6.75,0,0.153,0.201,0.000643,0.13,0.81,100.004,4,turkish
Miracle,59,206400,0,0.638,0.766,11,-4.12,0,0.0368,0.0621,0.0,0.273,0.588,129.987,4,alt-rock
Ufftata,30,181273,0,0.629,0.936,0,-2.038,0,0.063,0.0136,0.0,0.279,0.683,134.052,4,party
Sunrise - JTS & Haze Remix,18,374911,0,0.487,0.98,9,-2.895,0,0.0641,0.000154,0.582,0.156,0.364,169.023,4,happy
Carvoeiro,49,264080,0,0.71,0.447,0,-9.281,1,0.0306,0.0987,9.36e-05,0.105,0.543,125.947,4,folk
Navidad Bod,5,142914,0,0.424,0.506,6,-6.24,1,0.0873,0.112,0.557,0.111,0.551,131.946,3,study
Dutch,35,202533,0,0.639,0.376,2,-12.91,1,0.141,0.13,0.0143,0.132,0.119,139.914,4,electronic
roasted,23,127951,0,0.716,0.683,2,-8.845,0,0.0387,0.0964,0.22,0.244,0.623,83.028,4,study
Maria Maria (feat. The Product G&B),62,261973,0,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,4,blues
Su lang mer noch am Lääve sin - Radio Version,26,224306,0,0.44,0.888,8,-5.774,0,0.0592,0.142,0.0,0.318,0.817,180.186,4,party
"Danger Zone - From ""Top Gun"" Original Soundtrack",77,215133,0,0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17,4,rock
Need Somebody (Acoustic),54,192333,1,0.417,0.498,9,-6.077,1,0.0845,0.838,0.0,0.0748,0.37,179.801,4,sad
"Dois Amores, Duas Paixões",48,223007,0,0.496,0.727,1,-4.378,0,0.0427,0.237,0.0,0.422,0.501,166.068,4,pagode
Colours,46,273828,0,0.369,0.925,7,-3.935,0,0.0436,0.000716,0.000302,0.142,0.119,174.993,4,drum-and-bass
Candy Wrappers,56,194418,0,0.691,0.546,5,-7.33,1,0.0263,0.696,0.415,0.302,0.483,95.047,4,garage
Halal vs Kosher,25,132257,1,0.546,0.635,1,-12.637,1,0.919,0.861,0.0,0.872,0.574,75.927,4,comedy
Eu Que Tenho As Manhas,38,154104,1,0.722,0.741,0,-4.758,0,0.0424,0.517,0.0,0.163,0.734,134.072,4,forro
Eu Quero É Que Se Foda,26,167893,0,0.295,0.996,1,-2.993,1,0.207,0.00288,0.000594,0.368,0.186,110.141,4,death-metal
Valerie Loves Me,23,184653,0,0.611,0.909,0,-5.371,1,0.0403,0.012,8.39e-06,0.266,0.619,92.438,4,power-pop
My Dreams - Remastered,27,243280,0,0.367,0.804,11,-9.129,0,0.0314,0.00368,0.000256,0.159,0.777,194.263,4,psych-rock
當我們一起走過,50,284853,0,0.487,0.414,10,-8.779,1,0.0279,0.509,0.0,0.117,0.352,76.953,4,mandopop
Protector,42,321970,0,0.309,0.98,10,-3.764,0,0.106,5.17e-06,0.707,0.313,0.137,175.178,4,death-metal
Wonderjoy,9,165365,0,0.643,0.741,2,-7.449,1,0.027,0.0115,0.000615,0.121,0.527,122.983,4,chicago-house
Darker Still,61,410773,0,0.499,0.491,9,-6.7,0,0.0252,0.0102,0.271,0.0805,0.13,80.026,4,metalcore
Cara Caramba Sou Camaleão,43,221426,0,0.786,0.86,2,-10.904,1,0.0554,0.148,0.00636,0.0576,0.936,109.041,4,pagode
也可以,48,273266,0,0.486,0.496,6,-5.77,1,0.0383,0.707,0.0,0.106,0.387,141.939,4,mandopop
Serendipity - Full Length Edition,73,276707,0,0.422,0.578,8,-7.524,1,0.0548,0.443,0.0,0.231,0.227,128.921,4,k-pop
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",76,212500,1,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,edm
Roses,74,226738,0,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,4,electro
Do-Re-Mi,55,335173,0,0.512,0.216,10,-12.152,1,0.0627,0.844,0.0,0.32,0.503,127.633,4,show-tunes
Delay Distortion,20,339200,0,0.537,0.835,2,-7.053,0,0.0501,0.221,0.875,0.154,0.0487,149.988,4,hardstyle
Finally (feat. Reno Ka) - Louie Vega's Dance Ritual Mix,17,599999,0,0.851,0.571,11,-8.143,1,0.0425,0.00295,0.191,0.108,0.556,122.0,4,detroit-techno
Prisionero Del Mar,41,183771,0,0.711,0.283,4,-17.24,1,0.0342,0.922,0.0499,0.145,0.812,128.34,4,guitar
"Love Me Tender - From the 20th Century-Fox CinemaScope Production, ""Love Me Tender""",51,161360,0,0.396,0.0373,9,-18.642,1,0.0416,0.907,4.41e-05,0.111,0.302,103.051,3,rockabilly
Amor traicionero,32,182853,0,0.34,0.396,4,-7.155,1,0.0324,0.609,1.38e-06,0.144,0.578,78.153,4,rock-n-roll
